	"rsem_out/AK-1_S27.R1.cutadapt.genes.results"	"rsem_out/AK-23_S1.R1.cutadapt.genes.results"	"rsem_out/AK-24_S2.R1.cutadapt.genes.results"	"rsem_out/AK-25_S3.R1.cutadapt.genes.results"	"rsem_out/AK-26_S4.R1.cutadapt.genes.results"	"rsem_out/AK-27_S5.R1.cutadapt.genes.results"	"rsem_out/AK-28_S6.R1.cutadapt.genes.results"	"rsem_out/AK-29_S7.R1.cutadapt.genes.results"	"rsem_out/AK-2_S28.R1.cutadapt.genes.results"	"rsem_out/AK-30_S8.R1.cutadapt.genes.results"	"rsem_out/AK-31_S9.R1.cutadapt.genes.results"	"rsem_out/AK-32_S10.R1.cutadapt.genes.results"	"rsem_out/AK-33_S11.R1.cutadapt.genes.results"	"rsem_out/AK-34_S12.R1.cutadapt.genes.results"	"rsem_out/AK-35_S13.R1.cutadapt.genes.results"	"rsem_out/AK-36_S14.R1.cutadapt.genes.results"	"rsem_out/AK-37_S15.R1.cutadapt.genes.results"	"rsem_out/AK-38_S16.R1.cutadapt.genes.results"	"rsem_out/AK-39_S17.R1.cutadapt.genes.results"	"rsem_out/AK-40_S18.R1.cutadapt.genes.results"	"rsem_out/AK-41_S19.R1.cutadapt.genes.results"	"rsem_out/AK-42_S20.R1.cutadapt.genes.results"	"rsem_out/AK-43_S21.R1.cutadapt.genes.results"	"rsem_out/AK-44_S22.R1.cutadapt.genes.results"	"rsem_out/AK-45_S23.R1.cutadapt.genes.results"	"rsem_out/AK-46_S24.R1.cutadapt.genes.results"	"rsem_out/AK-47_S25.R1.cutadapt.genes.results"	"rsem_out/AK-48_S26.R1.cutadapt.genes.results"	"rsem_out/AK-4_S29.R1.cutadapt.genes.results"	"rsem_out/AK-5_S30.R1.cutadapt.genes.results"	"rsem_out/SHC-17_S13.R1.cutadapt.genes.results"	"rsem_out/SHC-18_S14.R1.cutadapt.genes.results"	"rsem_out/Undetermined_S0.R1.cutadapt.genes.results"
"GBI_15769"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.13	0.00	0.00	0.00	0.00	1.24	0.00	0.00	0.00	0.00	0.00	0.00	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.57
"GBI_15770"	96.40	0.00	21.49	34.78	37.09	25.57	46.05	17.58	95.29	45.21	20.10	37.01	37.81	43.23	40.16	15.96	72.62	48.66	46.17	30.29	52.38	56.54	86.98	33.13	38.47	20.29	33.80	65.27	63.42	0.00	34.17	49.18	46.88
"GBI_15771"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_15772"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_15773"	286.66	0.00	173.46	0.00	2.63	2.06	0.00	5.83	5.98	79.14	32.99	0.42	0.00	0.00	0.00	4.82	693.74	8.14	0.00	13.50	25.13	2.74	555.39	1.51	0.00	0.93	16.65	0.86	10.38	0.00	128.03	0.94	112.02
"GBI_15774"	1.05	6086.02	533.91	0.00	12.89	0.00	0.00	1.99	0.00	2273.43	0.00	0.00	0.00	16.81	0.00	3.80	2.82	0.00	0.00	0.00	0.00	0.00	3.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2359.74	3.88	96.18
"GBI_15775"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	47.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	31.35	0.00	5.05
"GBI_15776"	0.00	0.00	0.00	0.00	0.74	0.00	0.00	0.00	0.00	18.68	0.00	0.00	0.00	0.00	0.00	1.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.10	0.00	0.85
"GBI_15777"	17.62	0.00	38.85	50.36	39.28	5.52	13.14	4.79	14.16	3.26	22.40	73.66	78.03	2.44	6.91	5.23	10.20	17.49	57.09	30.06	6.65	19.12	6.63	13.11	64.81	32.07	5.22	17.01	45.80	0.00	3.17	36.55	27.39
"GBI_15778"	0.00	0.00	0.00	0.00	0.82	0.00	0.00	0.00	0.00	28.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	22.06	0.59	1.46
"GBI_15781"	0.00	0.00	0.00	0.00	0.37	0.00	0.00	0.00	0.00	1.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.88	0.00	0.33
"GBI_15782"	0.00	0.00	0.00	7.70	15.97	0.00	0.00	0.00	0.00	0.00	7.82	1.70	4.55	0.00	0.00	1.51	0.00	1.94	1.07	2.94	0.00	0.00	0.00	9.22	0.83	11.36	0.00	0.00	7.46	0.00	0.00	1.15	6.67
"GBI_15783"	0.00	0.00	0.00	0.00	5.90	0.00	0.00	0.00	0.00	18.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	21.03	0.80	0.00
"GBI_15784"	0.00	0.00	27.20	0.20	0.66	0.00	0.00	0.00	0.00	105.68	0.67	0.52	1.06	1.71	0.50	0.12	0.32	0.30	1.82	3.33	0.00	0.86	0.08	0.16	1.54	1.32	0.00	0.00	0.00	0.00	85.79	0.53	3.68
"GBI_15785"	0.00	0.00	0.00	0.00	0.00	0.00	6.98	0.00	0.00	6.46	2.17	4.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.75	0.00	0.00
"GBI_15786"	2.91	0.00	0.00	2.26	2.62	0.00	0.00	0.00	1.22	0.00	0.92	0.60	2.80	0.00	0.00	7.92	1.72	1.02	1.51	3.44	1.63	0.65	0.37	1.44	1.17	1.67	0.00	1.85	0.87	0.00	0.00	0.27	0.33
"GBI_15787"	2.19	0.00	0.00	3.60	1.38	0.00	1.94	0.00	0.00	3.60	2.44	5.35	3.19	0.00	2.25	0.53	1.47	4.09	1.50	0.00	6.50	6.50	1.12	5.02	2.92	5.31	0.00	2.46	0.00	0.00	0.59	1.88	2.00
"GBI_15788"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_15789"	1.13	0.00	0.00	7.04	5.84	1.14	0.76	2.16	0.47	1.05	1.90	4.40	6.53	0.00	0.00	1.23	0.19	2.92	5.28	3.48	0.00	1.52	0.73	3.92	4.78	4.93	0.00	1.44	3.05	0.00	0.33	1.47	2.08
"GBI_15790"	55.82	0.00	0.00	18.96	17.38	3.47	5.28	10.65	8.89	13.81	15.77	24.33	16.26	0.81	6.68	3.93	31.23	11.44	16.85	16.36	4.58	7.64	22.42	18.26	16.19	9.77	2.96	7.29	19.68	0.00	6.90	11.20	15.89
"GBI_15791"	75.82	0.00	0.00	4.23	2.02	3.16	4.54	2.98	4.81	2.11	4.72	2.57	1.72	3.49	2.83	1.71	39.80	1.96	1.49	1.73	4.67	1.52	33.24	0.13	1.58	0.48	0.00	0.66	4.06	0.00	2.87	3.00	10.55
"GBI_15792"	0.00	0.00	0.00	0.00	2.07	1.01	0.00	0.00	0.00	0.94	10.14	0.00	1.66	8.06	0.00	0.00	0.00	0.00	0.00	5.47	6.75	0.00	0.13	0.00	0.00	1.84	3.28	0.00	0.00	0.00	0.20	0.00	0.46
"GBI_15794"	1.00	0.00	0.00	0.00	2.46	0.00	0.00	0.00	0.00	0.00	2.53	1.03	1.93	0.00	0.00	0.18	0.57	0.00	0.00	3.08	0.00	0.00	0.09	0.00	0.27	3.91	0.00	0.00	0.20	0.00	0.20	0.00	0.69
"GBI_15796"	1221.60	0.00	42.85	7.52	16.12	17.27	37.02	239.63	13.19	41.78	138.89	11.56	7.08	2.69	1.95	1449.32	406.90	41.67	5.49	44.71	19.23	7.47	379.72	11.33	4.22	3.70	14.01	15.35	64.57	0.00	23.14	17.92	203.05
"GBI_15797"	4.82	0.00	350.93	541.92	519.52	349.53	358.89	326.17	133.70	0.00	184.76	267.43	189.48	14.72	44.79	2.00	1.86	915.69	337.69	287.88	12.33	144.06	1.41	290.29	264.26	563.82	0.00	25.62	249.65	0.00	0.56	540.62	235.16
"GBI_15798"	132.51	399.02	641.82	514.31	293.11	923.85	5272.64	145.49	259.46	96.29	476.04	306.85	136.04	469.49	593.65	2.87	241.83	285.32	245.67	128.93	615.20	353.44	170.08	407.58	270.61	389.03	372.75	96.40	279.94	0.00	134.38	1071.46	334.37
"GBI_15799"	0.00	0.00	0.00	21.12	35.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.57	0.00	0.37	60.20	34.75	1.77	0.00	0.20	0.00	31.78	23.17	0.00	0.00	8.52	0.00	0.00	0.00	13.80
"GBI_15803"	0.00	0.00	0.00	2.78	3.08	0.00	0.00	0.00	0.00	0.00	3.14	1.84	5.75	0.00	0.00	2.17	0.00	1.40	3.10	7.07	0.00	0.67	0.00	6.66	3.01	5.47	0.00	0.00	4.48	0.00	0.00	0.00	0.69
"GBI_15804"	0.00	0.00	0.00	23.50	48.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.98	6.98	0.00	3.00	36.36	18.03	0.00	0.00	4.90	3.15	10.25	20.28	0.00	0.00	15.42	0.00	0.00	2.38	2.95
"GBI_15805"	3.05	0.00	43.08	10.31	20.50	2.04	0.68	3.66	1.70	0.00	11.71	10.52	9.82	0.00	0.00	4.23	5.82	2.43	5.80	13.78	0.00	2.04	2.34	7.51	5.86	20.00	0.00	1.72	9.28	0.00	0.24	2.74	7.44
"GBI_15806"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_15807"	0.26	0.00	0.00	0.00	3.00	3.20	0.00	0.00	0.00	0.66	35.12	0.00	5.81	1.41	0.00	0.00	0.36	0.00	0.00	12.75	0.00	0.00	0.14	0.00	0.00	5.82	5.17	0.00	0.32	0.00	0.22	0.10	2.67
"GBI_15808"	3.50	0.00	0.00	30.40	36.47	7.04	12.86	4.16	8.78	0.00	13.22	9.66	9.12	0.00	1.35	0.00	2.95	81.59	51.15	49.39	7.83	4.69	1.34	50.97	24.24	56.66	2.85	6.65	11.51	0.00	0.00	26.70	23.28
"GBI_15809"	0.00	0.00	0.00	1.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.58	0.00	0.00	0.00	1.94	0.00	0.00	0.00	0.00	0.00	0.00	1.43	0.00	3.95	0.00	0.00	0.00	0.00	0.00	0.54	0.00
"GBI_15810"	5.05	0.00	0.00	0.00	0.00	3.39	0.00	0.00	0.00	0.00	0.70	0.00	0.00	0.00	0.00	0.00	8.49	0.00	0.00	0.00	0.00	0.00	6.89	0.00	0.00	0.00	5.49	0.00	0.00	0.00	0.68	0.00	0.77
"GBI_15811"	1044.08	0.00	164.89	263.38	408.59	205.84	146.12	276.57	825.24	67.42	259.58	345.20	329.19	225.44	120.51	378.33	578.87	289.26	297.78	293.08	149.03	626.10	548.12	391.78	289.91	298.43	188.74	379.35	403.57	0.00	74.68	303.15	400.51
"GBI_15812"	95.20	181.16	0.00	36.65	44.56	84.42	201.12	74.95	196.31	42.46	37.80	43.91	41.66	101.80	218.39	85.82	136.20	126.57	48.55	68.85	164.11	203.06	136.31	104.77	46.74	53.47	62.79	233.42	58.93	0.00	35.74	115.80	85.80
"GBI_15813"	28.66	0.00	30.80	59.89	46.39	18.33	27.38	25.37	40.58	4.02	14.02	73.09	71.03	16.36	21.43	5.85	35.31	35.04	78.04	39.78	12.92	45.54	25.88	25.81	69.68	39.89	9.13	54.22	37.50	0.00	2.93	36.29	33.39
"GBI_15814"	83.29	72.14	10.55	43.98	29.61	81.02	73.36	38.79	76.47	15.87	22.25	50.49	32.97	49.40	69.06	38.22	100.76	69.06	43.95	36.66	63.32	83.51	81.07	51.34	67.88	31.49	31.17	128.83	35.65	0.00	11.63	52.65	50.63
"GBI_15815"	17.31	0.00	26.01	4.19	2.68	5.55	17.59	13.99	28.69	1.90	5.53	2.88	3.03	8.99	17.07	27.44	14.17	11.06	6.66	3.91	33.55	14.92	16.41	11.96	10.46	10.24	36.92	23.04	11.54	0.00	2.24	6.97	11.52
"GBI_15816"	9.54	0.00	0.00	28.50	4.44	0.00	1.35	0.86	1.52	0.63	0.81	29.99	7.47	0.00	0.35	0.22	19.44	0.21	39.00	3.06	2.03	0.27	18.84	0.22	39.75	2.04	1.32	1.15	8.95	0.00	0.99	0.11	9.99
"GBI_15817"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.66
"GBI_15818"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_15819"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.03
"GBI_15820"	1.88	0.00	0.00	2.31	0.00	0.00	0.00	7.13	0.00	0.00	0.00	0.00	0.00	0.00	2.91	0.00	0.00	0.00	1.94	1.76	0.00	0.00	0.00	1.85	0.00	3.41	0.00	0.00	8.99	0.00	0.00	0.70	1.72
"GBI_15821"	8.95	0.00	0.00	11.44	6.61	10.29	2.05	1.16	15.82	0.00	10.51	11.49	6.46	1.63	4.35	3.10	4.14	11.75	11.38	6.06	2.29	12.57	6.29	20.82	13.49	9.23	16.66	9.94	10.22	0.00	1.25	9.55	7.27
"GBI_15822"	34.61	168.82	98.75	144.07	136.40	297.25	344.84	179.00	343.78	37.13	174.19	138.70	125.67	127.25	206.83	51.25	58.01	359.78	176.13	193.21	170.92	282.58	49.05	247.23	187.53	200.18	125.02	261.41	240.70	0.00	27.10	328.08	159.81
"GBI_15823"	36.86	130.71	25.48	37.12	26.17	49.22	102.52	24.28	73.60	21.64	18.77	44.86	32.04	72.48	94.50	18.56	43.42	61.73	47.37	31.36	108.67	65.85	43.64	48.13	50.55	38.07	68.43	97.89	37.22	0.00	26.48	54.48	42.66
"GBI_15826"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_15827"	47.42	148.76	65.26	86.02	97.48	79.40	51.33	101.42	89.34	12.55	69.22	90.88	99.35	39.65	51.96	65.69	19.03	106.44	92.20	105.23	30.35	107.84	22.14	145.45	99.05	103.64	39.23	71.01	134.91	0.00	7.72	57.57	77.93
"GBI_15828"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_15829"	22.68	0.00	192.47	69.57	67.02	31.95	52.99	26.95	35.08	33.72	42.77	66.25	78.92	21.19	71.07	27.12	67.22	72.22	80.91	59.90	45.63	125.61	37.73	70.49	80.98	83.40	51.73	107.30	50.83	0.00	21.22	101.91	54.61
"GBI_15830"	39.56	0.00	141.81	483.81	228.47	10.57	21.67	3.05	8.19	5.48	17.68	479.37	399.24	8.90	16.26	2.32	97.92	39.63	568.02	123.63	17.60	21.69	87.77	30.87	577.91	110.40	13.98	0.81	384.74	0.00	5.35	45.80	160.40
"GBI_15832"	251.93	0.00	43.11	117.02	99.92	32.70	107.15	101.92	130.77	11.02	71.43	114.01	98.95	62.33	84.50	70.33	176.29	67.17	127.01	91.38	82.85	66.48	153.93	85.33	136.04	79.97	56.24	64.02	219.74	0.00	16.53	58.60	109.94
"GBI_15833"	18.65	0.00	83.31	33.47	14.13	3.95	24.90	39.19	11.49	2.43	21.40	19.26	23.14	10.48	28.10	48.03	15.54	31.26	32.49	32.88	19.75	17.54	21.11	23.74	26.39	15.25	12.79	14.93	27.57	0.00	2.79	20.33	22.96
"GBI_15834"	51.12	0.00	66.62	20.13	16.29	24.08	149.07	79.70	135.81	18.73	27.45	22.87	20.26	66.47	194.05	61.47	53.85	47.00	23.67	23.92	89.43	57.41	44.71	48.46	28.30	28.94	102.23	66.30	26.85	0.00	13.41	40.92	42.75
"GBI_15835"	9.26	0.00	16.91	45.21	23.21	14.83	10.11	7.01	22.98	8.89	3.85	50.85	38.51	16.47	15.73	1.52	49.77	61.27	57.34	36.72	93.92	19.49	27.98	77.94	75.56	20.71	10.38	35.00	21.90	0.00	7.21	12.74	32.62
"GBI_15836"	44.07	0.00	216.37	186.91	382.12	77.90	286.22	143.01	134.35	24.75	149.30	215.30	245.54	88.07	200.17	60.47	54.71	423.84	183.00	310.30	125.02	183.34	44.90	420.97	146.29	314.53	75.89	60.19	196.02	633.19	13.58	262.34	187.40
"GBI_15838"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.86	0.00	0.00	0.00	0.79	0.00	0.35	0.00	0.00	1.45	0.00	0.00	0.00	0.51	0.82	0.47	0.00	0.00	0.00	0.00	0.00	0.19	0.00
"GBI_15839"	29.35	0.00	77.84	18.77	11.32	1.85	11.02	19.18	22.24	7.39	12.69	16.87	12.57	14.69	4.26	24.93	22.87	17.61	18.97	15.58	10.25	20.07	25.83	19.91	20.24	12.58	11.95	27.89	11.51	0.00	8.58	11.02	23.13
"GBI_15840"	0.90	0.00	0.00	21.86	9.52	0.00	0.00	6.41	1.68	1.12	4.70	11.18	8.26	0.00	0.00	6.12	0.30	5.50	8.90	6.40	0.00	2.42	0.23	8.18	6.17	6.61	0.00	0.00	10.01	0.00	1.47	1.27	3.97
"GBI_15841"	2.73	0.00	0.00	13.52	108.96	8.78	4.37	4.15	3.65	4.05	37.96	25.41	52.02	2.91	1.69	4.74	5.88	33.21	31.59	141.92	110.67	4.77	3.20	11.64	11.82	154.52	3.55	48.22	96.50	0.00	0.44	19.52	34.32
"GBI_15843"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_15844"	27.67	0.00	0.00	52.90	80.87	10.13	4.48	19.12	30.85	2.08	42.82	42.46	41.31	0.00	1.30	18.84	3.95	41.60	51.99	52.94	7.50	17.23	1.29	50.44	39.67	74.21	0.00	12.75	98.26	0.00	1.36	27.29	43.07
"GBI_15845"	0.00	0.00	0.00	195.12	359.45	0.00	0.00	0.00	0.00	67.86	0.00	281.86	223.40	0.00	0.00	0.00	0.00	0.00	336.86	197.55	0.00	0.00	0.00	10.63	198.62	249.31	0.00	0.00	155.58	0.00	77.00	1.00	109.23
"GBI_15846"	0.00	0.00	0.00	0.00	1.00	1.95	0.00	0.00	0.00	0.00	0.00	0.79	0.53	0.00	0.00	0.00	0.00	0.91	2.00	0.91	0.00	1.30	0.00	1.43	1.56	1.77	0.00	0.00	0.00	0.00	0.00	0.72	0.00
"GBI_15847"	332.45	233.56	170.79	269.29	237.79	1211.30	348.74	58.95	265.94	388.59	255.57	311.42	238.69	841.79	256.92	12.84	639.29	562.57	299.82	370.45	1338.17	354.07	593.79	381.31	272.71	274.44	378.79	216.35	361.63	0.00	623.94	834.79	330.55
"GBI_15848"	0.73	0.00	123.05	10.77	25.31	26.26	0.00	8.27	1.21	0.00	20.65	8.88	34.14	3.87	0.00	38.36	0.00	8.82	4.50	44.43	0.00	7.77	0.00	2.15	41.29	38.39	4.73	0.00	14.73	0.00	0.59	1.34	15.29
"GBI_15849"	55.05	0.00	26.73	98.89	60.74	24.81	63.82	105.01	67.28	100.53	58.67	93.21	68.74	30.44	69.92	172.74	45.60	92.08	93.21	57.69	40.65	78.38	41.57	108.45	96.26	62.70	30.12	101.07	67.09	0.00	78.42	47.96	77.65
"GBI_15850"	111.20	0.00	0.00	40.70	59.27	18.18	34.18	85.95	27.42	26.77	29.20	30.08	30.27	8.54	32.19	62.05	65.53	26.23	36.83	55.51	30.30	22.87	63.71	45.01	35.65	45.36	23.45	12.84	77.45	0.00	26.82	26.03	45.50
"GBI_15851"	32.43	0.00	33.12	36.05	19.52	39.25	99.24	59.65	68.02	26.12	20.77	37.82	25.21	35.89	122.00	25.98	28.54	52.84	40.56	23.54	57.88	56.28	26.41	51.76	53.88	25.81	35.68	84.72	39.56	0.00	22.97	53.63	35.36
"GBI_15852"	0.00	0.00	0.00	0.39	0.32	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_15854"	12.60	185.40	122.00	129.34	141.58	193.34	149.75	28.94	84.42	152.79	110.52	120.37	74.51	196.81	62.85	12.61	27.95	195.31	130.70	51.62	171.15	111.98	15.30	216.93	98.40	85.42	138.06	13.42	97.77	0.00	58.27	420.68	93.91
"GBI_15855"	153.57	0.00	49.09	56.02	92.91	41.89	25.49	71.51	101.54	39.43	59.47	56.28	52.36	15.43	17.90	92.05	23.21	54.48	59.85	79.48	28.44	65.11	26.67	103.66	52.95	73.84	18.84	54.72	104.73	0.00	23.06	46.41	60.48
"GBI_15856"	4.25	0.00	0.00	6.55	13.48	21.88	12.25	8.08	23.01	1.47	7.71	8.20	7.09	5.44	4.47	0.86	7.34	25.96	10.55	11.40	7.59	17.76	3.74	14.10	15.01	14.16	4.43	13.49	6.90	0.00	0.97	31.47	11.69
"GBI_15857"	3.27	0.00	0.00	16.33	22.20	25.26	9.70	10.07	16.59	3.40	26.03	10.02	9.78	6.18	3.45	0.89	9.71	21.81	15.90	14.93	4.31	13.15	7.94	24.33	16.41	29.26	5.71	7.88	14.97	0.00	3.09	24.15	12.08
"GBI_15858"	34.57	0.00	69.36	41.81	29.17	43.19	57.39	43.78	22.95	26.98	24.02	43.65	28.73	42.85	38.30	56.02	60.75	35.07	43.15	29.74	52.21	31.64	74.31	30.83	46.98	27.41	39.95	12.95	65.04	0.00	27.28	32.50	59.07
"GBI_15859"	0.00	99.70	0.00	83.91	133.50	0.00	21.63	0.00	1.36	0.00	15.63	113.22	130.54	0.00	0.47	0.00	0.00	88.79	109.47	247.81	0.00	8.16	0.00	23.47	95.86	277.94	0.00	1.09	68.35	0.00	0.00	38.93	46.27
"GBI_15862"	0.48	0.00	0.00	0.00	0.50	5.83	0.00	2.76	0.81	0.00	18.64	0.00	1.06	2.58	0.00	0.00	0.65	43.44	0.00	1.82	0.00	9.06	0.25	0.00	0.39	0.00	0.00	0.82	0.00	0.00	0.00	3.22	3.99
"GBI_15863"	0.00	0.00	0.00	0.00	0.00	12.71	0.00	17.90	42.23	0.00	67.84	0.00	6.83	0.00	19.50	0.00	2.10	90.99	0.00	2.94	0.00	28.14	0.00	488.13	0.00	5.68	0.00	5.33	0.00	0.00	0.00	12.83	8.67
"GBI_15864"	5.33	0.00	139.05	11.18	10.96	0.00	66.72	155.00	141.77	2.54	355.30	4.02	4.49	2.19	77.33	0.89	4.42	870.76	3.39	24.36	3.66	186.25	2.94	2848.16	21.05	8.62	0.00	46.37	0.49	0.00	2.67	71.80	174.33
"GBI_15865"	0.00	0.00	0.00	3.03	1.01	0.00	1.31	0.00	27.82	0.00	20.51	0.00	0.54	0.00	3.03	0.35	0.00	27.04	0.51	1.85	0.00	2.19	0.50	157.41	1.57	0.00	0.00	0.00	0.00	0.00	0.00	3.08	9.87
"GBI_15866"	0.00	0.00	0.00	1.48	2.72	1.59	0.70	0.50	3.75	2.78	7.65	1.62	1.16	0.00	0.00	0.10	0.09	4.58	4.78	1.12	0.00	9.20	0.00	5.22	9.44	2.78	0.00	0.00	0.47	0.00	1.50	12.59	2.78
"GBI_15867"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_15868"	0.00	0.00	791.68	3901.07	2710.80	0.00	0.00	2.95	2.60	0.00	125.84	2062.91	2370.55	0.00	0.00	0.00	0.00	10.17	2837.41	2184.68	0.00	2.78	0.00	12.24	1927.43	2868.47	0.00	0.00	1395.23	0.00	0.00	5.18	1015.47
"GBI_15870"	33.81	713.51	4173.11	12323.34	9319.73	86.59	73.86	8.18	28.78	1.52	499.70	9634.98	9152.51	26.25	16.17	7.57	11.59	89.23	9722.83	6804.70	16.49	39.53	9.44	57.61	10206.40	8331.43	36.05	0.86	7996.98	0.00	2.50	77.06	3780.74
"GBI_15871"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_15872"	0.43	0.00	0.00	7.51	19.14	3.48	3.47	3.29	1.45	0.54	12.70	5.31	6.64	9.24	0.00	0.00	1.75	21.08	11.64	17.97	25.15	4.64	0.66	14.52	0.69	10.29	14.10	5.12	6.21	0.00	0.00	7.20	4.37
"GBI_15873"	0.00	0.00	0.00	2.05	17.39	1.66	1.10	0.00	1.38	0.00	9.68	2.70	4.07	0.00	0.64	0.00	0.00	6.18	5.54	14.01	3.69	0.37	0.00	9.36	1.32	6.03	0.00	1.39	2.46	0.00	0.00	2.74	2.27
"GBI_15874"	0.00	0.00	0.00	6.87	12.00	3.71	1.19	0.00	0.37	0.00	2.73	7.08	11.71	3.57	0.35	0.69	0.45	4.14	11.37	21.24	6.59	0.66	0.00	2.99	6.40	17.87	0.00	1.25	5.72	0.00	2.90	0.55	5.41
"GBI_15875"	0.00	0.00	0.00	6.29	25.75	0.00	0.00	0.00	1.82	8.53	2.13	9.04	21.55	3.87	0.65	0.00	2.20	4.07	13.21	68.74	11.33	0.65	0.56	1.53	8.39	67.88	2.36	0.61	14.29	0.00	2.65	0.57	8.31
"GBI_15876"	0.00	0.00	0.00	0.66	0.00	1.05	0.00	0.00	0.00	0.00	0.00	0.21	0.00	1.38	0.00	0.19	0.00	0.00	0.54	0.24	2.31	0.00	0.00	0.00	0.00	0.47	0.00	0.00	0.00	0.00	0.00	0.10	1.66
